access_num,gid,koid,cogid,hprd_nid,nhit_ref,nevalue,nscore,hprd_aid,ahit_ref,aevalue,ascore,degid,organismid
CEG0016,50083628,K02600,COG0195K,19358,NM_014247.2,0.45,100,15437_1,NP_009106.1,2.80E-01,31.62,DEG10130058,1
CEG0041,50083629,K02519,COG0532J,10615,NM_181502.1,0.052,100,04792_2,NP_001005369.1,0,37.95,DEG10130059,1
CEG0214,50083630,K02834,COG0858J,8829,NM_014872.2,0.46,95.45,00665_1,NP_000812.2,4.30E-01,34.88,DEG10130060,1
CEG1404,50083631,K05564,COG1320P,16834,NM_001144876,0.48,100,18206_1,NP_055843.1,1.8,48.15,DEG10130061,1
CEG1403,50083632,K05563,COG2212P,4025,NM_001018111,1.2,100,17446_1,NP_116221.3,1.4,44,DEG10130062,1
CEG1402,50083633,K05562,COG1863P,13864,NM_020848.2,0.16,100,10980_1,NP_079187.3,9.70E-01,22.32,DEG10130063,1
CEG1401,50083634,K05561,COG0651CP,13463,NM_001114974,0.14,100,02467_1,AAK17854.1,4.00E-97,22.44,DEG10130064,1
CEG1400,161349971,K05560,---,11320,NM_144711.4,0.027,100,09299_2,NP_919415.2,2,55.56,DEG10130065,1
CEG1399,50083636,K05559,COG2111P,19693,NM_001145206,0.86,100,02467_1,AAK17854.1,3.00E-129,31.37,DEG10130066,1
CEG0863,50083639,K11755,COG0140E,10893,NM_031306.2,0.91,100,10964_2,NP_001137502.1,1.2,31.75,DEG10130067,1
CEG0344,50083642,K03690,---,9783,NM_007214.4,0.78,100,13934_1,NP_778253.2,7.60E-01,30.43,DEG10130068,1
CEG0186,50083643,K03183,COG2226H,17214,NM_020877.2,0.29,100,17560_1,NP_115690.3,7.00E-100,44.77,DEG10130069,1
CEG0095,50083657,K02956,COG0184J,5569,NM_001141980,1.2,92,11372_1,NP_112570.2,9.00E-28,24.68,DEG10130070,1
CEG0506,50083658,K00962,COG1185J,6150,NM_015886.3,0.63,100,18493_1,NP_149100.2,0,36.96,DEG10130071,1
CEG0420,50083670,K03820,COG0815M,12102,NM_001039459,0.47,95.65,01475_3,NP_536859.1,1.90E-01,29.09,DEG10130072,1
CEG0349,50083672,K04085,COG0425O,2283,NM_019117.4,1.2,100,09461_1,NP_848511.1,9.10E-01,28.57,DEG10130073,1
CEG0372,50083673,K00014,COG0169E,6826,NM_020037.1,0.24,100,14438_1,BAC85711.1,2.40E-01,29.41,DEG10130074,1
CEG0307,50083690,K08300,COG1530J,16671,NM_001001551,0.004,100,19331_1,NP_055853.1,6.00E-102,21.55,DEG10130075,1
CEG1083,50083704,K01567,COG0560E,9943,NM_175876.3,0.76,100,15495_1,NP_945345.2,1.2,32.69,DEG10130076,1
CEG0368,50083708,---,COG0583K,10353,NM_152384.2,0.067,100,13984_2,NP_001137416.1,5.80E-01,27.91,DEG10130077,1
CEG0687,50083710,K01703,---,3272,NM_001025108,0.028,96,08858_1,NP_004127.1,7.00E-154,25.11,DEG10130078,1
CEG0523,50083712,K01704,COG0066E,6425,NM_013374.4,0.003,96.15,08858_1,NP_004127.1,3.00E-37,26.15,DEG10130079,1
CEG0481,50083714,K00052,COG0473CE,14804,NM_176810.2,1.3,100,05163_2,NP_777280.1,3.00E-122,29.09,DEG10130080,1
CEG0014,50083716,K02518,COG0361J,16810,NM_001006655,0.063,95.65,06594_1,NP_054727.1,5.4,22.64,DEG10130081,1
CEG0193,50083721,K00133,COG0136E,17440,NM_013343.1,0.34,100,08310_2,NP_653173.1,2.9,27.17,DEG10130082,1
CEG0160,50083732,K03168,COG0551L,17194,NM_001009814,0.8,100,03145_1,NP_004609.1,0,26.97,DEG10130083,1
CEG0126,50083741,K02902,COG0227J,6960,NM_017420.3,1,100,07224_1,NP_003892.2,6.7,26.98,DEG10130084,1
CEG0514,50083744,K01433,COG0788F,15885,NM_201269.1,0.017,100,00716_4,NP_001129478.1,3.00E-79,30.62,DEG10130085,1
CEG0577,50083745,K03832,COG0810M,16962,NM_207488.1,0.92,100,11423_1,NP_776152.1,6.00E-35,24.44,DEG10130086,1
CEG0062,50083752,K00287,COG0262H,15123,NM_020889.2,0.59,100,00519_1,NP_000782.1,1.00E-66,28.65,DEG10130087,1
CEG0168,50083753,K00560,COG0207F,15097,NM_018109.3,0.25,100,01774_1,NP_001062.1,1.00E-145,51.96,DEG10130088,1
CEG0226,50083756,K13292,COG0682M,13811,NM_015054.1,0.97,100,01628_1,NP_002971.2,3,30,DEG10130089,1
CEG0264,50083766,---,COG0500QR,2922,NM_144781.1,0.18,100,13862_1,NP_065895.2,6.00E-49,29.29,DEG10130090,1
CEG0646,50083767,K00641,COG2021E,13483,NM_207482.2,0.35,100,12406_1,NP_071343.2,2.80E-02,32.26,DEG10130091,1
CEG0519,50083768,K01649,COG0119E,10798,NM_152703.2,0.51,95.65,02003_1,NP_000182.2,1.7,23.39,DEG10130092,1
CEG0944,50083785,K00147,COG0014E,11728,NM_152603.2,0.38,100,00696_1,NP_002851.2,3.00E-157,35.85,DEG10130093,1
CEG0253,50083797,K03526,COG0821I,19558,NM_001145028,0.34,100,02078_1,NP_001513.2,1.6,31.71,DEG10130094,1
CEG0073,50083798,K01892,COG0124J,19015,NM_001080536,1.5,100,02871_1,NP_036340.1,6.00E-151,23.66,DEG10130095,1
CEG0057,161349970,K03977,COG1160R,8185,NM_001038706,0.42,95.65,06419_3,NP_996562.1,4.00E-46,21.05,DEG10130096,1
CEG0250,50083823,K03074,COG0341U,9112,NM_021094.3,1.1,100,01663_2,NP_001001787.1,3.40E-01,29.09,DEG10130097,1
CEG0401,50083824,K03072,COG0342U,6105,NM_005803.2,0.15,100,01665_1,NP_000693.1,1.1,46,DEG10130098,1
CEG0650,50083832,K00826,COG0115EH,13348,NM_207661.2,1.1,100,00217_1,NP_001181.2,8.00E-106,26.99,DEG10130099,1
CEG0114,50083844,K01876,COG0173J,11176,NM_032560.4,0.56,95.65,07677_1,NP_060592.2,0,39.5,DEG10130100,1
CEG0696,50083868,K01817,COG0135E,12741,NM_023935.1,0.2,100,17862_1,NP_065766.1,3.20E-01,31.43,DEG10130101,1
CEG0320,50083869,K01696,COG0133E,4497,NM_033437.2,0.092,100,10451_1,NP_068766.1,1.50E-02,24.02,DEG10130102,1
CEG0522,50083874,K01695,COG0159E,15332,NM_031286.3,0.95,95.45,10288_1,NP_775771.3,4.60E-01,23.74,DEG10130103,1
CEG0153,50083875,K01963,COG0777I,13014,NM_152562.2,1.1,100,01982_1,NP_000523.2,3.00E-71,21.24,DEG10130104,1
CEG0262,50083876,K11754,COG0285H,13853,NM_020800.1,0.39,100,00642_2,NP_001018088.1,2.00E-71,37.34,DEG10130105,1
CEG1742,50083877,---,---,5950,NM_022898.1,0.3,100,01029_1,NP_002282.2,3.00E-81,23.04,DEG10130106,1
CEG0054,50083880,K03070,COG0653U,11522,NM_015540.2,0.82,95.65,13991_2,NP_001032221.1,4.10E-01,28.21,DEG10130107,1
CEG0645,50083882,K00620,COG1364E,19206,NM_001080113,1.5,95.45,,,no hit,no hit,DEG10130108,1
CEG0760,50083883,K03517,COG0379H,4177,NM_001005242,1.3,95.45,03733_3,NP_001003699.1,1.7,36.84,DEG10130109,1
CEG0106,50083890,K00790,COG0766M,8698,NM_144632.3,0.024,96,10901_3,NP_065962.1,3.40E-01,38.18,DEG10130110,1
CEG0495,50083891,K00765,COG0040E,17626,NM_153757.2,0.81,100,00825_3,NP_001020330.1,2.50E-01,23.14,DEG10130111,1
CEG0616,50083892,K00013,COG0141E,19366,NM_138378.1,6.1,100,14046_1,NP_620158.2,5.10E-01,27.5,DEG10130112,1
CEG0499,50083893,K00817,COG0079E,18528,NM_001012714,1.3,100,02769_2,NP_001116143.1,3.00E-109,22.48,DEG10130113,1
CEG0521,50083894,K01665,COG0147EH,9380,NM_015429.3,0.025,100,09763_5,NP_878918.2,8.90E-01,30.93,DEG10130114,1
CEG0263,50083905,K14742,COG1214O,14870,NM_173663.3,0.78,100,10133_1,NP_060277.1,3.50E-01,25.4,DEG10130115,1
CEG0242,50083912,K01783,COG0036G,4383,NM_005621.1,0.81,95.45,01608_2,NP_954699.1,1.00E-99,43.12,DEG10130116,1
CEG0353,50083936,K06980,COG0354R,17363,NM_001006604,3.4,100,17318_1,NP_001010867.1,9.60E-02,51.85,DEG10130117,1
CEG0143,50083944,K00526,COG0208F,15599,NM_016021.2,0.098,100,01587_1,NP_001025.1,4.00E-159,28.09,DEG10130118,1
CEG0033,50083945,K00525,COG0209F,15923,NM_173536.3,0.86,100,01588_1,NP_001024.1,0,39.9,DEG10130119,1
CEG0368,50083964,---,COG0583K,15698,NM_198581.2,1.1,95.45,04329_3,NP_757366.2,4.00E-01,28.42,DEG10130120,1
CEG0639,50083965,K00528,COG1018C,17483,NM_032927.2,0.23,100,06435_1,NP_057313.2,4.00E-67,22.22,DEG10130121,1
CEG0072,50083984,K01874,COG0143J,19355,NM_020923.1,0.62,100,08864_1,NP_004981.2,0,28.75,DEG10130122,1
CEG0010,50083997,K01881,COG0442J,7353,NM_018650.3,0.13,100,13220_1,NP_689481.2,2.00E-88,44.68,DEG10130123,1
CEG0277,50084006,K01439,COG0624E,10102,NM_006369.4,0.022,100,00092_1,NP_000657.1,1.00E-93,23.35,DEG10130124,1
CEG0120,50084036,K02434,COG0064J,13646,NM_022079.2,1.8,100,04706_1,NP_004555.1,0,38.75,DEG10130125,1
CEG0212,50084037,K02433,COG0154J,6049,NM_013241.2,0.45,100,15199_1,NP_060762.3,0,37.88,DEG10130126,1
CEG0291,50084038,K02435,COG0721J,13478,NM_198502.1,1.4,100,15934_1,NP_789788.1,1.00E-31,36.63,DEG10130127,1
CEG0993,50084045,K00635,---,11706,NM_020933.2,0.1,100,12232_2,NP_036422.3,3.50E-01,31.76,DEG10130128,1
CEG0762,50084053,K03525,COG1521K,9973,NM_021629.3,0.055,100,04638_2,NP_003908.1,4.30E-02,31.15,DEG10130129,1
CEG0218,50084054,K03524,COG0340H,6430,NM_025168.1,0.23,100,08360_1,NP_000402.3,3.00E-50,31.58,DEG10130130,1
CEG0001,50084060,K01972,COG0272L,19223,NM_001089704,0.61,100,00024_1,NP_002904.3,8.00E-26,39.73,DEG10130131,1
CEG1161,50084067,K02170,---,15255,NM_016626.4,0.89,100,18132_1,NP_062547.1,4.80E-01,31.17,DEG10130132,1
CEG0651,50084068,K00833,COG0161H,13049,NM_032221.3,0.1,100,02021_1,NP_000265.1,4.00E-129,28.13,DEG10130133,1
CEG0647,50084069,K00652,COG0156H,7041,NM_006226.3,1.4,100,02356_3,NP_001033057.1,3.00E-140,26.98,DEG10130134,1
CEG0540,50084070,K02169,COG0500QR,19391,NM_015351.1,0.91,100,12780_1,NP_077025.2,1.00E-81,22.94,DEG10130135,1
CEG0700,50084071,K01935,COG0132H,478,NM_002272.2,0.19,95.65,05135_1,NP_055178.3,2.60E-01,25.49,DEG10130136,1
CEG0432,50084079,K07040,COG1399R,10700,NM_181698.2,0.66,100,10184_1,NP_065816.2,6.70E-01,37.21,DEG10130137,1
CEG0184,50084080,K02911,COG0333J,10974,NM_001009954,3.2,100,15700_3,NP_056084.1,4.1,26.09,DEG10130138,1
CEG0004,50084082,K00059,COG1028IQR,13672,NM_054108.3,0.87,95.45,07484_1,NP_066284.2,9.00E-72,36.33,DEG10130139,1
CEG0078,50084083,K02078,COG0236IQ,12585,NM_153714.2,1.6,92,11951_1,NP_004994.1,2.00E-23,34.57,DEG10130140,1
CEG0504,50084086,K00941,COG0351H,4704,NM_033274.2,0.92,100,01526_1,NP_003672.1,4.70E-02,29.67,DEG10130141,1
CEG0600,50084089,K08973,COG1981S,16129,NM_001145354,2.1,100,17788_1,NP_001005197.1,3.7,27.91,DEG10130142,1
CEG0380,50084090,K00647,COG0304IQ,3330,NM_002763.3,0.006,100,07931_1,NP_060367.1,7.00E-158,34.44,DEG10130143,1
CEG0094,50084092,K02950,COG0048J,9603,NM_005156.5,0.43,100,04316_3,NP_203527.1,3.00E-44,49.09,DEG10130144,1
CEG0028,50084093,K02992,COG0049J,6545,NM_152577.2,0.035,100,17601_1,NP_057055.2,7.00E-48,32.69,DEG10130145,1
CEG0083,50084094,K02355,COG0480J,3965,NM_203351.1,2.6,100,07365_1,NP_079272.4,0,44.15,DEG10130146,1
CEG0229,50084100,K00384,COG0492O,2084,NM_001145149,0.28,100,18519_1,NP_006431.2,3.00E-69,19.87,DEG10130147,1
CEG0406,50084101,K03466,COG1674D,4517,NM_181054.2,0.015,100,05069_1,NP_006050.3,5.30E-02,24.86,DEG10130148,1
CEG0342,50084109,K03656,COG0210L,10489,NM_025132.3,0.62,100,10344_2,NP_001073932.1,1.70E-02,21.97,DEG10130149,1
CEG0279,50084110,K01520,COG0756F,18476,NM_001013740,0.53,100,03165_2,NP_001939.1,2.00E-56,34.53,DEG10130150,1
CEG0657,50084112,K00930,COG0548E,12881,NM_014722.2,0.069,95.83,10510_1,NP_694551.1,2.00E-45,25.83,DEG10130151,1
CEG0925,50084127,---,COG4313C,12323,NM_020821.1,0.67,100,02060_2,NP_001104026.1,1.60E-01,27.78,DEG10130152,1
CEG0321,50084131,K01698,COG0113H,5298,NM_007170.2,0.32,100,00504_1,NP_000022.3,1.00E-153,41.77,DEG10130153,1
CEG1743,50084148,---,---,18377,NM_001017370,2.2,100,05273_1,NP_036586.2,4.90E-02,25.93,DEG10130154,1
CEG0532,50084174,K02013,COG1120PH,7599,NM_024523.5,0.058,100,06127_3,NP_115972.2,2.00E-70,22.13,DEG10130155,1
CEG1744,50084203,---,---,2629,NM_001144932,1.4,95.45,01370_1,NP_000918.2,1.2,28.13,DEG10130156,1
CEG0391,50084256,K01673,---,16876,NM_178539.3,2.8,100,05870_1,NP_002799.3,3.9,43.75,DEG10130157,1
CEG0059,50084268,K04567,COG1190J,16276,NM_001127176,0.46,100,03249_1,AAG30114.1,8.00E-165,40.45,DEG10130158,1
CEG0659,50084271,K00957,COG0175EH,15590,NM_030755.4,1.1,95.45,16967_1,NP_963922.2,3.50E-01,23.53,DEG10130159,1
CEG1028,50084272,K00956,COG2895P,19387,NM_173569.3,0.49,95.65,00559_1,NP_001393.1,9.00E-137,27.04,DEG10130160,1
CEG2060,50084299,---,COG4399S,12303,NM_020929.1,0.006,93.33,05349_2,NP_001099008.1,2.90E-01,26.02,DEG10130161,1
CEG0065,50084300,K00939,COG0563F,2952,NM_053028.3,0.78,100,00047_1,NP_001616.1,6.00E-74,43.44,DEG10130162,1
CEG0403,50084321,K03185,COG0654HC,6415,NM_000391.3,1.4,100,04642_1,NP_003670.2,1.00E-113,20.78,DEG10130163,1
CEG0464,50084322,---,COG0654HC,9969,NM_006360.3,1.5,100,16742_1,NP_872282.1,4.00E-126,28.81,DEG10130164,1
CEG1730,50084331,K14159,COG0328L,7816,NM_001048183,1.6,100,04989_1,NP_002927.2,3.00E-57,35.26,DEG10130165,1
CEG0388,50084342,K01465,COG0418F,14263,NM_033110.1,1.2,100,11131_2,NP_001129069.1,6.80E-01,27.94,DEG10130166,1
CEG0701,50084343,K01940,COG0137E,12122,NM_014435.3,1.6,100,04590_2,NP_000041.2,2.00E-168,28.33,DEG10130167,1
CEG0649,50084389,K00788,COG0352H,19638,NM_001137548,0.75,100,02137_1,NP_004290.2,2.10E-01,33.87,DEG10130168,1
CEG0324,50084390,K01845,COG0001H,6186,NM_001018112,0.39,100,18482_1,NP_699204.1,9.00E-122,23.71,DEG10130169,1
CEG0241,50084407,K01756,COG0015F,11723,AK098804.1,1.7,100,00049_2,NP_001116850.1,6.00E-108,22.36,DEG10130170,1
CEG0104,50084409,K00566,COG0482J,5202,NM_004833.1,1.3,100,15571_1,NP_060476.2,4.00E-172,38.97,DEG10130171,1
CEG1745,50084411,---,---,2488,NM_194442.1,0.007,100,06425_1,NP_037506.2,4.50E-02,34.43,DEG10130172,1
CEG1746,50084420,---,---,19665,NM_001129908,1.6,100,10125_1,NP_443723.2,1.10E-01,25,DEG10130173,1
CEG0502,50084438,K00928,COG0527E,14509,NM_173824.3,0.098,100,18904_1,NP_001032755.1,5.50E-01,32.08,DEG10130174,1
CEG0038,50084439,K01872,COG0013J,14378,NM_021825.3,0.8,100,03042_1,NP_001596.2,0,37.31,DEG10130175,1
CEG0061,50084441,K00134,COG0057G,18620,NM_001024676,1.2,100,00713_1,NP_002037.2,3.00E-143,39.88,DEG10130176,1
CEG1190,50084443,K02502,COG3705E,12541,NM_001002860,1.4,95.45,00827_1,NP_002100.2,3.00E-03,22.89,DEG10130177,1
CEG0528,50084444,K01939,COG0104F,2027,NM_000290.3,0.025,100,12433_1,NP_689541.1,0,40.69,DEG10130178,1
CEG0644,50084456,K00609,COG0540F,10800,NM_017738.2,0.3,100,06437_1,NP_004332.2,9.00E-109,32.47,DEG10130179,1
CEG0388,50084457,K01465,COG0044F,12572,NM_032709.2,0.024,96,06437_1,NP_004332.2,4.00E-138,25.89,DEG10130180,1
CEG0745,50084490,K03149,COG2022H,12973,NM_001039395,0.23,100,00895_1,NP_000875.2,7.70E-01,23.36,DEG10130181,1
CEG0747,50084491,K03154,COG2104H,17475,NM_020231.3,0.86,95.24,11555_1,NP_689737.4,9.70E-01,43.59,DEG10130182,1
CEG0332,50084493,K03089,COG0568K,12942,NM_153366.3,0.26,100,12030_1,NP_004835.2,4.30E-01,30.28,DEG10130183,1
CEG0349,50084494,K04085,COG0425O,18811,NM_001032377,4.4,95,07532_1,NP_005056.3,9.90E-01,22.54,DEG10130184,1
CEG0266,50084499,K00057,COG0240C,7053,NM_020859.3,0.32,95.65,00714_1,NP_005267.2,7.00E-128,29.73,DEG10130185,1
CEG0953,50084503,K00226,COG0167F,3653,NM_197976.1,0.3,100,00521_1,NP_001352.2,2.00E-138,40.3,DEG10130186,1
CEG0494,50084505,K00764,COG0034F,1402,NM_002703.3,3.00E-05,100,01402_1,NP_002694.3,0,34.53,DEG10130187,1
CEG1747,50084507,---,---,1192,NM_213658.1,0.72,100,03074_1,NP_006003.1,3.20E-01,36,DEG10130188,1
CEG0216,50084512,K02970,COG0828J,16570,NM_014670.2,0.24,100,14784_2,NP_061870.1,2.00E-02,33.33,DEG10130189,1
CEG0036,50084513,K01409,COG0533O,10496,NM_024577.3,1.2,100,07026_1,NP_071748.2,4.00E-114,38.17,DEG10130190,1
CEG0579,50084526,K04564,COG0605P,133,NM_000384.2,0.19,100,00938_2,NP_001019636.1,2.00E-86,41.36,DEG10130191,1
CEG1110,50084536,K01754,COG1171E,8218,AK094364.1,0.46,100,10451_1,NP_068766.1,4.00E-97,29.81,DEG10130192,1
CEG0284,50084537,K01807,COG0120G,8721,NM_181646.2,0.79,100,01589_1,NP_653164.2,3.00E-84,34.42,DEG10130193,1
CEG0482,50084539,K00145,COG0002E,14520,NM_032299.3,0.31,100,12343_1,NP_036229.1,2.3,25.93,DEG10130194,1
CEG1785,50084545,---,COG0078E,17976,NM_014747.2,0.28,100,08947_1,NP_000522.3,2.00E-122,40.2,DEG10130195,1
CEG0060,50084550,K09903,COG0528F,14436,NM_001042521,0.86,100,04166_3,NP_899203.1,3.2,24.65,DEG10130196,1
CEG0043,50084551,K02838,COG0233J,1787,NM_133437.2,0.65,100,06856_1,NP_620132.1,7.00E-60,32.22,DEG10130197,1
CEG0196,50084552,K00806,COG0020I,3772,NM_005506.2,0.88,100,12183_2,NP_995583.1,9.00E-103,35.43,DEG10130198,1
CEG0067,50084553,K00981,COG0575I,11181,NM_144722.3,0.016,100,11944_1,NP_001254.2,2.00E-46,24.06,DEG10130199,1
CEG0228,50084554,K00099,COG0743I,12472,NM_175861.2,1.4,100,03470_1,NP_006276.2,6.20E-01,36.36,DEG10130200,1
CEG0256,50084556,K07277,COG4775M,19053,NM_001080485,3,100,10826_1,NP_056195.3,4.00E-166,22.6,DEG10130201,1
CEG0249,50084558,K02536,COG1044M,7758,NM_001039935,1.3,100,13589_2,NP_068806.1,6.90E-01,25.96,DEG10130202,1
CEG0180,50084559,K02372,COG0764I,7014,NM_024922.4,0.57,100,15943_1,NP_000929.1,2.9,30,DEG10130203,1
CEG0158,50084567,K02968,COG0268J,5546,NM_003972.2,0.077,100,18070_3,NP_001034764.1,2.60E-01,38.24,DEG10130204,1
CEG0888,50084568,---,COG0702MG,18551,NM_001017930,3.1,100,09288_2,NP_001091990.1,1.00E-82,30,DEG10130205,1
CEG0581,50084576,K04755,COG0633C,9681,NM_012287.4,0.025,100,14465_2,NP_001026904.1,1.00E-32,36.67,DEG10130206,1
CEG0578,50084577,K04044,COG0443O,2770,NM_004134.5,0.009,89.47,00776_1,NP_005518.3,0,38.87,DEG10130207,1
CEG0348,50084578,K04082,COG1076O,11179,NM_017576.1,0.15,100,16289_1,NP_741999.3,1.00E-50,28.92,DEG10130208,1
CEG0443,50084579,K13628,COG0316S,305,NM_001789.2,1.4,95.24,17091_1,NP_112202.2,1.00E-41,44.76,DEG10130209,1
CEG0221,50084580,K04488,COG0822C,2718,NM_003412.3,0.11,100,14828_1,NP_998760.1,1.00E-59,73.17,DEG10130210,1
CEG0191,50084581,K04487,COG1104E,15467,NM_020791.1,1.4,100,04597_1,NP_066923.3,8.00E-177,54.21,DEG10130211,1
CEG0040,50084652,K01883,COG0215J,17839,NM_152595.4,1.7,100,07763_1,NP_078813.1,0,36.33,DEG10130212,1
CEG0352,50084657,K06861,COG1137R,17156,NM_001017977,3.5,100,08967_2,NP_997698.1,1.00E-69,27.71,DEG10130213,1
CEG0425,50084667,K05524,COG1146C,10823,NM_015942.3,0.094,100,03683_1,NP_002487.1,1.10E-02,58.33,DEG10130214,1
CEG0533,50084682,K02014,COG1629P,13923,NM_001003760,0.76,100,15734_1,NP_056161.2,5.30E-02,28.97,DEG10130215,1
CEG0402,50084686,K03118,COG0805U,13306,NM_001100595,0.22,100,09208_1,NP_015628.2,1,42.42,DEG10130216,1
CEG0549,50084687,K03117,COG1826U,12350,NM_001122870,0.48,95.45,12033_3,NP_116571.1,1.10E-02,28.28,DEG10130217,1
CEG0743,50084688,K03116,COG1826U,16766,NM_175856.4,0.95,100,12941_2,NP_001138349.1,2,35.14,DEG10130218,1
CEG1719,50084704,K13794,COG0583K,13641,NM_031219.2,1.1,100,10278_1,NP_443728.3,8.10E-01,36.54,DEG10130219,1
CEG1206,50084872,K02624,COG1414K,10776,NM_001100421,0.96,100,10591_3,NP_998784.1,1.3,21.43,DEG10130220,1
CEG0174,50084889,K01961,COG0439I,17180,NM_015349.1,0.027,100,01951_1,NP_064551.3,0,45.16,DEG10130221,1
CEG0177,50084890,K02160,COG0511I,5162,NM_007232.2,0.49,100,02010_1,NP_001909.2,3.00E-37,18.02,DEG10130222,1
CEG0419,50084891,K03786,COG0757E,12360,NM_018212.4,2.1,100,10183_2,NP_001106207.1,4.1,25.37,DEG10130223,1
CEG0533,50084915,K02014,COG1629P,2661,NM_004986.2,0.66,100,05007_1,NP_003935.2,7.10E-01,32.73,DEG10130224,1
CEG1958,50084959,---,COG1878R,13411,NM_207317.1,0.23,100,10418_1,NP_060142.3,5.10E-01,36.73,DEG10130225,1
CEG0925,50084961,---,COG4313C,13373,NM_001098634,1,100,19403_1,NP_055831.1,3.4,29.23,DEG10130226,1
CEG1748,50084993,---,---,16335,NM_001040105,0.083,100,06529_1,NP_060222.2,1,29.41,DEG10130227,1
CEG1749,50085002,---,---,11834,NM_001017396,1.4,100,06646_1,NP_699177.2,9.40E-01,31.58,DEG10130228,1
CEG0917,50085003,---,COG2946L,16021,NM_003948.3,1.4,100,06366_2,NP_001070650.1,4,34.04,DEG10130229,1
CEG1750,50085004,---,---,16335,NM_001040105,0.083,100,06529_1,NP_060222.2,1,29.41,DEG10130230,1
CEG1751,50085034,---,---,6343,NM_133259.3,0.4,100,07963_1,NP_079413.3,9.20E-01,29.03,DEG10130231,1
CEG1752,50085035,---,---,18787,NM_001033719,1.3,100,09434_1,NP_056160.2,1.7,34.18,DEG10130232,1
CEG0360,50085036,K11179,---,3026,NM_001085465,0.35,100,02524_1,NP_001367.2,3.10E-02,30.19,DEG10130233,1
CEG0208,50085060,K01886,COG0008J,7418,NM_199076.1,2.1,100,07223_1,NP_005042.1,0,45.64,DEG10130234,1
CEG0251,50085062,K03269,COG2908S,17066,NM_001033045,0.86,100,09012_1,NP_001522.1,3.7,24.47,DEG10130235,1
CEG0112,50085065,K01624,COG0191G,10759,NM_019596.5,1.2,100,17886_1,NP_853559.1,1.2,21.88,DEG10130236,1
CEG0064,50085067,K00927,COG0126G,11704,NM_020843.2,0.09,100,01393_1,NP_620061.2,6.00E-157,39.95,DEG10130237,1
CEG0166,50085084,K00075,COG0812M,6349,NM_001033578,1.2,100,10024_2,NP_060023.1,2.8,34.48,DEG10130238,1
CEG1412,50085095,K05795,COG2310T,12031,NM_001076785,0.68,100,,,no hit,no hit,DEG10130239,1
CEG1753,50085103,---,---,14569,NM_001141947,0.14,100,02577_1,NP_000923.1,6.70E-01,30.38,DEG10130240,1
CEG0119,50085108,K02343,COG2812L,17432,NM_030802.3,0.65,100,00022_2,NP_853551.1,7.00E-88,20.99,DEG10130241,1
CEG0204,50085131,K01770,COG0245I,1857,NM_006290.2,0.57,100,04699_1,NP_000960.2,1.4,31.37,DEG10130242,1
CEG0171,50085134,K00991,COG1211I,9210,NM_003798.2,0.21,100,19679_2,NP_001094896.1,3.00E-85,24.79,DEG10130243,1
CEG0350,50085135,K05589,COG2919D,1683,NM_178313.2,0.024,100,11152_1,NP_065944.1,7.60E-02,35.21,DEG10130244,1
CEG0069,50085136,K01689,COG0148G,13446,NM_001100396,0.39,100,00573_1,NP_001966.1,0,53.46,DEG10130245,1
CEG0390,50085137,K01627,COG2877M,6824,NM_001145774,0.26,100,01152_2,NP_002447.4,2,29.27,DEG10130246,1
CEG0116,50085138,K01937,COG0504F,13994,NM_014916.3,2,100,00465_1,NP_001896.2,0,42.73,DEG10130247,1
CEG0392,50085163,K01736,COG0082E,11295,NM_018328.3,1.3,100,01139_2,NP_114399.1,1.3,28.57,DEG10130248,1
CEG0832,50085164,K07320,COG2890J,19539,NM_001134836,4.7,100,13645_1,NP_057257.1,1.00E-70,30.77,DEG10130249,1
CEG0005,50085169,K00789,COG0192H,3275,NM_005911.4,0.089,90.63,02013_1,NP_000420.1,0,55.79,DEG10130250,1
CEG0507,50085176,K01012,COG0502H,13527,NM_207463.1,1.2,100,09514_2,NP_919433.1,6.00E-03,25.47,DEG10130251,1
CEG0596,50085207,K07305,---,16751,NM_052854.2,0.49,100,14785_2,NP_001026849.1,4.00E-57,52.8,DEG10130252,1
CEG0012,50085210,K02337,COG0587L,6107,NM_001079518,0.27,100,15881_2,NP_001070143.1,5.70E-01,28.79,DEG10130253,1
CEG1754,50085227,---,---,10590,NM_133493.3,0.2,100,05862_1,NP_112217.2,1.2,30.43,DEG10130254,1
CEG1475,50085228,K06995,---,18610,NM_001023561,1.6,95.24,07301_1,NP_777601.2,7.30E-01,26.09,DEG10130255,1
CEG1755,50085255,---,---,2788,NM_003131.2,0.48,100,10599_1,NP_663729.1,1.4,40,DEG10130256,1
CEG1756,50085258,---,---,4288,NM_032456.1,0.001,96.15,14459_1,NP_542386.1,3.00E-01,39.29,DEG10130257,1
CEG1757,50085301,---,---,7637,NM_024582.4,0.51,100,17628_2,NP_001018099.1,8.60E-01,37.74,DEG10130258,1
CEG0868,50085331,K14170,COG1605E,7031,NM_198500.1,1.3,100,01846_1,NP_004170.1,2.00E-25,30.12,DEG10130259,1
CEG1664,50085335,K11103,COG1301C,6195,NM_006100.2,0.1,100,09005_1,NP_005062.1,2.00E-108,23.73,DEG10130260,1
CEG0145,50085338,K00858,COG0061G,16910,NM_001004329,0.07,100,16907_1,NP_075394.3,3.00E-93,31.1,DEG10130261,1
